Symbol,Company Name,Sector,Market Cap,52-Week High,52-Week Low,Average Price,Previous Close
CCEP,Coca-Cola Europacific Partners,Soft Drinks & Non-alcoholic Beverages,34881208320,82.32,64.25,73.285,74.71
CTSH,Cognizant,IT Consulting & Other Services,39284137984,82.46,63.79,73.125,79.49
CMCSA,Comcast,Cable & Satellite,146250366976,47.11,36.43,41.769999999999996,37.4
CEG,Constellation Energy,Electric Utilities,71004364800,288.753,109.44,199.0965,225.17
CPRT,Copart,Diversified Support Services,56096600064,64.38,46.21,55.295,58.45
CSGP,CoStar Group,Real Estate Services,29287542784,100.38,68.26,84.32,69.84
COST,Costco,Consumer Staples Merchandise Retail,423510736896,1008.25,640.51,824.38,954.8
CRWD,CrowdStrike,Systems Software,89236021248,398.327,200.81,299.5685,351.03
CSX,CSX Corporation,Rail Transportation,61420175360,40.12,31.43,35.775,31.58
DDOG,Datadog,Application Software,50775003136,170.08,98.8,134.44,146.93
DXCM,DexCom,Health Care Equipment,31263223808,142.0,62.34,102.17,75.82
FANG,Diamondback Energy,Oil & Gas Exploration & Production,45240774656,214.5,147.93,181.215,153.06
DASH,DoorDash,Specialized Consumer Services,71032717312,181.78,93.33,137.555,167.65
EA,Electronic Arts,Interactive Home Entertainment,38763950080,168.5,124.92,146.71,147.89
EXC,Exelon,Electric Utilities,37198807040,41.19,33.35,37.269999999999996,37.19
FAST,Fastenal,Trading Companies & Distributors,42863333376,84.88,61.33,73.10499999999999,74.03
FTNT,Fortinet,Systems Software,74491568128,100.59,54.57,77.58,94.85
GEHC,GE HealthCare,Health Care Equipment,36051849216,94.55,71.31,82.93,77.43
GILD,Gilead Sciences,Biotechnology,115367206912,98.9,62.07,80.485,91.09
GFS,GlobalFoundries,Semiconductors,23056766976,62.61,35.85,49.230000000000004,41.3
HON,Honeywell,Industrial Conglomerates,148464402432,242.77,189.66,216.215,226.88
IDXX,Idexx Laboratories,Health Care Equipment,33757788160,583.39,398.5,490.945,409.03
ILMN,"Illumina, Inc.",Life Sciences Tools & Services,21572771840,156.66,97.363815,127.0119075,134.0
INTC,Intel,Semiconductors,84189757440,51.28,18.51,34.895,19.06
INTU,Intuit,Application Software,180095795200,714.78,557.29,636.035,636.95
ISRG,Intuitive Surgical,Health Care Equipment,186790952960,556.23,320.26,438.245,523.91
KDP,Keurig Dr Pepper,Soft Drinks & Non-alcoholic Beverages,43908288512,38.28,28.62,33.45,32.4
KLAC,KLA Corporation,Semiconductor Equipment,84184530944,896.32,542.41,719.365,622.18
KHC,Kraft Heinz,Packaged Foods & Meats,36903870464,38.96,30.01,34.485,30.1
LRCX,Lam Research,Semiconductor Equipment,92371476480,113.0,68.87,90.935,71.21
LIN,Linde plc,Industrial Gases,202038607872,487.49,396.07,441.78,419.59
LULU,Lululemon Athletica,"Apparel, Accessories & Luxury Goods",46207287296,516.39,226.01,371.2,373.54
MAR,Marriott International,"Hotels, Resorts & Cruise Lines",78910488576,295.45,204.55,250.0,279.02
MRVL,Marvell Technology,Application Software,96827064320,126.15,53.19,89.67,109.11
MELI,MercadoLibre,Broadline Retail,87217774592,2161.73,1324.99,1743.3600000000001,1666.0
META,Meta Platforms,Interactive Media & Services,1477457739776,638.4,340.01,489.205,595.57
MCHP,Microchip Technology,Semiconductors,29809422336,100.57,55.27,77.92,55.99
MU,Micron Technology,Semiconductors,100408999936,157.54,79.15,118.345,87.09
MSFT,Microsoft,Systems Software,3246068596736,468.35,366.5,417.425,437.03
MRNA,Moderna,Biotechnology,15157980160,170.47,35.8,103.13499999999999,39.56
MDLZ,Mondelez International,Packaged Foods & Meats,79415713792,77.2,59.1,68.15,59.27
MDB,MongoDB Inc.,Systems Software,18292213760,509.62,212.74,361.18,245.0
MNST,Monster Beverage,Soft Drinks & Non-alcoholic Beverages,50298736640,61.23,43.32,52.275,50.9
NFLX,"Netflix, Inc.",Movies & Entertainment,388580671488,941.75,461.86,701.8050000000001,902.04
NVDA,Nvidia,Semiconductors,3298803056640,152.89,47.32,100.10499999999999,130.68
NXPI,NXP Semiconductors,Semiconductors,53433757696,296.08,201.58,248.82999999999998,207.27
ORLY,O'Reilly Automotive,Automotive Retail,70380068864,1283.96,914.5,1099.23,1214.39
ODFL,Old Dominion Freight Line,Cargo Ground Transportation,38722129920,233.26,165.49,199.375,187.74
ON,Onsemi,Semiconductors,27889702912,86.1,59.34,72.72,64.8
PCAR,Paccar,Construction Machinery & Heavy Transportation Equipment,55219380224,125.5,90.04,107.77000000000001,104.51
PANW,Palo Alto Networks,Systems Software,122565033984,207.24,130.045,168.64249999999998,189.36
PAYX,Paychex,Human Resource & Employment Services,50243190784,150.71,114.72,132.715,137.81
PYPL,PayPal,Transaction & Payment Processing Services,87351312384,93.66,55.77,74.715,86.78
PDD,PDD Holdings,Broadline Retail,138196516864,164.69,88.01,126.35,101.0
PEP,PepsiCo,Soft Drinks & Non-alcoholic Beverages,209626349568,183.41,150.51,166.95999999999998,151.47
QCOM,Qualcomm,Semiconductors,169860792320,230.63,134.94,182.785,150.4
REGN,Regeneron Pharmaceuticals,Biotechnology,77126295552,1211.2,693.0,952.1,708.25
ROP,Roper Technologies,Electronic Equipment & Instruments,56338120704,580.09,508.22,544.155,521.75
ROST,Ross Stores,Apparel Retail,49208905728,163.6,127.53,145.565,147.79
SBUX,Starbucks,Restaurants,99740385280,103.32,71.55,87.435,88.76
SMCI,Supermicro,"Technology Hardware, Storage & Peripherals",18497998848,122.9,17.25,70.075,31.24
SNPS,Synopsys,Application Software,76080201728,629.38,457.52,543.45,493.35
TTWO,Take-Two Interactive,Interactive Home Entertainment,31958847488,191.91,135.24,163.575,181.38
TMUS,T-Mobile US,Wireless Telecommunication Services,255667552256,248.15,153.84,200.995,218.0
TSLA,"Tesla, Inc.",Automobile Manufacturers,1351627833344,488.54,138.8,313.67,436.17
TXN,Texas Instruments,Semiconductors,170465984512,220.39,155.46,187.925,184.47
TTD,Trade Desk (The),Advertising,61701689344,141.53,61.475,101.5025,126.23
VRSK,Verisk Analytics,Research & Consulting Services,39095676928,296.58,217.34,256.96,275.58
VRTX,Vertex Pharmaceuticals,Biotechnology,102308536320,519.88,377.85,448.865,396.64
WBD,Warner Bros. Discovery,Broadcasting,26224386048,12.7,6.64,9.67,10.49
WDAY,"Workday, Inc.",Application Software,72628641792,311.28,199.81,255.545,266.83
XEL,Xcel Energy,Multi-Utilities,38703910912,73.38,46.79,60.084999999999994,66.65
ZS,Zscaler,Application Software,28751403008,259.61,153.45,206.53,183.21
