Symbol
OPAD
AGM
AMRC
RITM
BTU
NLOP
RXO
DOW
WMK
NPO
IDT
HWM
VLTO
PFSI
INFY
SWK
XYF
IT
KBR
SM
PWR
RM
ESTC
VIV
NEU
COLD
KKR
FLR
KMT
PRA
KNOP
TNL
BALL
UNM
IQV
FET
THS
GLP
CBRE
OLN
CAE
BTCM
EXPD
VTMX
CBL
MGM
ONTO
PAR
CRT
IRT
UNH
ZIP
MRK
CYD
WSR
BEST
HXL
DINO
NRT
MSB
IIPR
BBU
ASX
ES
RPT
TFPM
GOLD
CTVA
CRD.A
HBI
MMM
VRT
AACT
BR
GSK
CRNG
RNG
PGRE
VTLE
BSBR
ASB
JBI
SKE
MSC
RSI
NMR
FIGS
DFH
DDD
YRD
BCS
QD
NOK
HUM
SKM
GVA
RTX
AG
SNDA
AS
ESE
RELX
SU
CON
EHC
BUR
ECO
JILL
MHO
AKA
LEG
RBC
ATI
ALC
BKKT
KBH
GNL
SITC
CINT
CIEN
LAAC
LVWR
BIO.B
APD
RRX
UDR
STT
BLK
PACK
TGT
SWI
KNTK
HIW
ERJ
BRO
WLKP
ENOV
SOC
YEXT
ET
TEF
ATMU
MUX
AROC
LUV
AFG
ORC
KRO
NWG
NGL
RMAX
WLK
CLX
PRGO
CVE
FBP
UTZ
GROV
VVX
RDDT
FI
DG
GRMN
LPL
GHC
LC
PEB
WOR
VTOL
ARIS
UVV
ELPC
SUZ
CNM
BMA
PARR
ATUS
NX
SUN
BEPC
AIT
CRD.B
JBT
PAYC
PBA
TOST
CGAU
NI
LAZ
SCCO
IONQ
VLN
ZKH
UBS
PHX
BA
MUR
FG
ARCO
CX
ACI
SAN
WTRG
CVEO
SOS
PSX
ANET
UNFI
TTE
ATGE
GRDN
CMA
AEO
J
JHG
MWA
SHG
ICL
BG
CAPL
ALB
ADCT
STWD
GE
MKFG
BAM
SWX
PR
WEX
ACM
UIS
ABR
MS
SHCO
AAM
VHI
MCY
EVTL
SLVM
BCC
UGP
CURB
ARE
SON
STNG
VSH
WOLF
DAN
BZH
BOC
CXW
AIG
AGM.A
IPG
MCS
CYH
PSBD
AIR
PHI
VEL
CNX
RDW
SONY
AGCO
NJR
BRX
OIS
ETN
UAA
MLI
URI
GNRC
CNQ
HE
SXI
RY
MGA
BDC
AMTB
IPI
BRK.B
TIXT
NIO
ATE
ARR
CTV
IR
TRP
G
BLX
OWLT
MOG.A
ALV
MAX
SXC
NGS
ABG
WHG
SPNT
PNC
SRE
OGS
FLNG
NUE
ODV
BKH
ATHM
ENLC
GATX
FTK
NSA
SDRL
CODI
WHD
ORN
MPC
SPR
DUK
SIG
CXT
TTC
JCI
INSW
TPL
WPM
WBS
WSM
VHC
OXM
HGV
HKD
CPAY
BSAC
DE
TSE
LAC
TM
V
SYY
W
CABO
EAT
UWMC
TGNA
MATX
GCTS
MTW
TAP
DOCN
TYL
XHR
EVR
POR
ROG
ALSN
AMR
HCC
PNST
RJF
MFA
CHMI
SBR
WAL
CIG.C
OC
HBM
CNC
BBUC
CSAN
DTE
HPP
MSCI
K
MX
SST
HBB
CLPR
MOS
FEDU
ASH
YUMC
OKE
NMM
VYX
LANV
SUM
GNTY
KFY
WNS
DAY
SILA
BROS
SMC
CTS
CL
CWAN
CVLG
EFX
RAMP
ANRO
TFC
LPX
GWH
APTV
NFG
ALEX
LXP
IEX
ZIM
TK
BNT
GPK
PSFE
NOG
BURL
BLCO
GBTG
CLS
UGI
JNJ
DBRG
TDG
LUMN
EGP
CHGG
MHK
AFL
F
BRBR
WCN
ASAN
SAR
SRL
